Index,0 [0x0][0x0],1 [0x2][0x8],2 [0x0][0x4],3 [0x2][0x9],4 [0x2][0xa],5 [0x2][0xb],6 [0x2][0xc],7 [0x2][0xd]
4107,"gardien nymien",0,"gardiens nymiens",0,0,1,0,0
4108,"golem de gabbro",0,"golems de gabbro",0,0,1,0,0
4109,"partisan de Bitoso",0,"partisans de Bitoso",0,0,1,0,0
4110,"sabreur des Squames d'argent",0,"sabreurs des Squames d'argent",0,0,1,0,0
4111,"pontif des Squames d'argent",0,"pontifs des Squames d'argent",0,0,1,0,0
4112,"occupant de la coque",0,"occupants de la coque",0,1,1,0,0
4113,"nuage de moucherons de la jungle",0,"nuages de moucherons de la jungle",0,0,1,0,0
4114,"goobbue de la jungle",0,"goobbues de la jungle",0,0,1,0,0
4115,"medicus de la 6e cohorte",0,"medici de la 6e cohorte",0,0,1,0,0
4116,"gladiateur hérétique",0,"gladiateurs hérétiques",0,0,1,0,0
4117,"occultiste hérétique",0,"occultistes hérétiques",0,1,1,0,0
4118,"archéonis des Pruches",0,"archéonis des Pruches",0,1,1,0,0
4119,"peiste croque-rocher",0,"peistes croque-rochers",0,0,1,0,0
4120,"bec-pic argenté",0,"becs-pics argentés",0,0,1,0,0
4121,"bec-pic doré",0,"becs-pics dorés",0,0,1,0,0
4122,"Céos le railleur",0,"Céos le railleur",0,0,1,0,1
4123,"templier déshonoré",0,"templiers déshonorés",0,0,1,0,0
4124,"invocateur vêtu de noir",0,"invocateurs vêtus de noir",0,1,1,0,0
4125,"lancier hérétique",0,"lanciers hérétiques",0,0,1,0,0
4126,"élémentaliste hérétique",0,"élémentalistes hérétiques",0,1,1,1,0
4127,"sorcier hérétique",0,"sorciers hérétiques",0,0,1,0,0
4128,"lan'laii des Gundu",0,"lan'laii des Gundu",0,0,1,0,0
4129,"Emmanellain le narcissique",0,"Emmanellain le narcissique",0,1,1,0,1
4130,"Alphinaud",0,"Alphinaud",0,1,1,0,1
4131,"sire Paulecrain",0,"sire Paulecrain",0,0,1,0,1
4132,"chaîne en halonite",0,"chaînes en halonite",0,0,1,1,0
4133,"Raubahn",0,"Raubahn",0,0,1,0,1
4134,"gladiateur des Braves du Cristal",0,"gladiateurs des Braves du Cristal",0,0,1,0,0
4135,"lancier des Braves du Cristal",0,"lanciers des Braves du Cristal",0,0,1,0,0
4136,"archer des Braves du Cristal",0,"archers des Braves du Cristal",0,1,1,0,0
4137,"élémentaliste des Braves du Cristal",0,"élémentalistes des Braves du Cristal",0,1,1,0,0
4138,"confiture aigre",0,"confitures aigres",0,0,1,1,0
4139,"diffuseur de fumée",0,"diffuseurs de fumée",0,0,1,0,0
4140,"porte en fer",0,"portes en fer",0,0,1,1,0
4141,"Eugénaire",0,"Eugénaire",0,1,1,0,1
4142,"sire Charibert",0,"sire Charibert",0,0,1,0,1
4143,"templier sorcier",0,"templiers sorciers",0,0,1,0,0
4144,"Hilda la Bâtarde",0,"Hilda la Bâtarde",0,0,1,1,1
4145,"vaisseau de la 6e légion",0,"vaisseaux de la 6e légion",0,0,1,0,0
4146,"jeune Vanu Vanu",0,"jeunes Vanu Vanu",0,0,1,0,0
4147,"medicus impérial",0,"medici impériaux",0,0,1,0,0
4148,"centurio impérial",0,"centuriones impériaux",0,0,1,0,0
4149,"Carbuncle rubis",0,"Carbuncles rubis",0,0,1,0,1
4150,"centurio du 1er manipule",0,"centuriones du 1er manipule",0,0,1,0,0
4151,"eques du 1er manipule",0,"equites du 1er manipule",0,1,1,0,0
4152,"signifer du 1er manipule",0,"signiferi du 1er manipule",0,0,1,0,0
4153,"sagittarius du 1er manipule",0,"sagittarii du 1er manipule",0,0,1,0,0
4154,"makara",0,"makaras",0,0,1,0,0
4155,"Eynzahr Slafyrsyn",0,"Eynzahr Slafyrsyn",0,1,1,0,1
4156,"Wheiskaet",0,"Wheiskaet",0,0,1,0,1
4157,"Broken Mountain",0,"Broken Mountain",0,0,1,0,1
4158,"sahuagin épine-des-côtes",0,"sahuagins épine-des-côtes",0,0,1,0,0
4159,"sahuagin griffes-des côtes",0,"sahuagins griffes-des côtes",0,0,1,0,0
4160,"sahuagin écailles-des-côtes",0,"sahuagins écailles-des-côtes",0,0,1,0,0
4161,"sahuagin dents-des-côtes",0,"sahuagins dents-des-côtes",0,0,1,0,0
4162,"Zell le solide",0,"Zell le solide",0,0,1,0,1
4163,"Bitoso",0,"Bitoso",0,0,1,0,1
4164,"Alka Zolka le marin-sergent",0,"Alka Zolka le marin-sergent",0,1,1,0,1
4165,"marin-soldat expérimenté",0,"marins-soldats expérimentés",0,0,1,0,0
4166,"marin-soldate énergique",0,"marins-soldates énergiques",0,0,1,1,0
4167,"Surito Carito le stratège",0,"Surito Carito le stratège",0,0,1,0,1
4168,"tomberry marin-soldat",0,"tomberrys marin-soldats",0,0,1,0,0
4169,"pus infectieux",0,"pus infectieux",0,0,1,0,0
4170,"désincarné du néant",0,"désincarnés du néant",0,0,1,0,0
4171,"effluve infectieuse",0,"effluves infectieuses",0,1,1,1,0
4172,"Halga Tolga l'intimidant",0,"Halga Tolga l'intimidant",0,0,1,0,1
4173,"mage-guerrier dissident",0,"mages-guerriers dissidents",0,0,1,0,0
4174,"mage-fantassin dissident",0,"mages-fantassins dissidents",0,0,1,0,0
4175,"vase du néant profond",0,"vases du néant profond",0,0,1,1,0
4176,"ébrécheur du néant profond",0,"ébrécheurs du néant profond",0,1,1,0,0
4177,"Waldeve le récusateur",0,"Waldeve le récusateur",0,0,1,0,1
4178,"Lalai",0,"Lalai",0,0,1,1,1
4179,"barghest",0,"barghests",0,0,1,0,0
4180,"diablotin du néant profond",0,"diablotins du néant profond",0,0,1,0,0
4181,"loup écumeux",0,"loups écumeux",0,0,1,0,0
4182,"crocodile écumeux",0,"crocodiles écumeux",0,0,1,0,0
4183,"goobbue écumeux",0,"goobbues écumeux",0,0,1,0,0
4184,"Eschiva la miraculeuse",0,"Eschiva la miraculeuse",0,1,1,1,1
4185,"dragon zombi",0,"dragons zombis",0,0,1,0,0
4186,"éther stagnant",0,"éthers stagnants",0,1,1,0,0
4187,"chevalier sans âme",0,"chevaliers sans âme",0,0,1,0,0
4188,"page sans âme",0,"pages sans âme",0,0,1,0,0
4189,"Heustienne l'empaleuse",0,"Heustienne l'empaleuse",0,1,1,1,1
4190,"Graoully",0,"Graoully",0,0,1,0,1
4191,"Heustienne l'écailleuse",0,"Heustienne l'écailleuse",0,1,1,1,1
4192,"Rostnsthal le ressuscité",0,"Rostnsthal le ressuscité",0,0,1,0,1
4193,"Joye aux neuf visages",0,"Joye aux neuf visages",0,0,1,1,1
4194,"bombo d'entraînement",0,"bombos d'entraînement",0,0,1,0,0
4195,"miacis docile",0,"miacis dociles",0,0,1,0,0
4196,"tigre docile",0,"tigres dociles",0,0,1,0,0
4197,"canon anti-dragon ouest",0,"canons anti-dragons ouest",0,0,1,0,0
4198,"canon anti-dragon est",0,"canons anti-dragons est",0,0,1,0,0
4199,"canon anti-dragon sud",0,"canons anti-dragons sud",0,0,1,0,0
4200,"wyverne imbattable",0,"wyvernes imbattables",0,0,1,1,0
4201,"eibis imbattable",0,"eibis imbattables",0,1,1,0,0
4202,"draguêpe imbattable",0,"draguêpes imbattables",0,0,1,0,0
4203,"lancier des Haillenarte",0,"lanciers des Haillenarte",0,0,1,0,0
4204,"Stephanivien le prodige",0,"Stephanivien le prodige",0,0,1,0,1
4205,"caisse malodorante",0,"caisses malodorantes",0,0,1,1,0
4206,"cisailleur gourmand",0,"cisailleurs gourmands",0,0,1,0,0
4207,"cloche gourmande",0,"cloches gourmandes",0,0,1,1,0
4208,"créature des profondeurs",0,"créatures des profondeurs",0,0,1,1,0
4209,"Celestaux le tranchant",0,"Celestaux le tranchant",0,0,1,1,1
4210,"étendard noir",0,"étendards noirs",0,1,1,0,0
4211,"étendard rouge",0,"étendards rouges",0,1,1,0,0
4212,"machiniste de Cielacier",0,"machinistes de Cielacier",0,0,1,0,0
4213,"chirurgien des Durendaire",0,"chirurgiens des Durendaire",0,0,1,0,0
4214,"lancier des Durendaire",0,"lanciers des Durendaire",0,0,1,0,0
4215,"Rochedalaix l'avant-gardiste",0,"Rochedalaix l'avant-gardiste",0,0,1,0,1
4216,"lancier des Dzemael",0,"lanciers des Dzemael",0,0,1,0,0
4217,"archer des Dzemael",0,"archers des Dzemael",0,1,1,0,0
4218,"chevalier des Dzemael",0,"chevaliers des Dzemael",0,0,1,0,0
4219,"Marcheterre l'impénétrable",0,"Marcheterre l'impénétrable",0,0,1,0,1
4220,"eibis d'assaut",0,"eibis d'assaut",0,1,1,0,0
4221,"biast d'assaut",0,"biasts d'assaut",0,0,1,0,0
4222,"dragon d'assaut",0,"dragons d'assaut",0,0,1,0,0
4223,"Tedalgrinche l'autoritaire",0,"Tedalgrinche l'autoritaire",0,0,1,0,1
4224,"Veri Selen",0,"Veri Selen",0,0,1,0,1
4225,"draguêpe d'assaut",0,"draguêpes d'assaut",0,0,1,0,0
4226,"O'tchakha de la nuit claire",0,"O'tchakha de la nuit claire",0,1,1,1,1
4227,"D'zentsa de la nuit sombre",0,"D'zentsa de la nuit sombre",0,0,1,1,1
4228,"H'raha Tia l'inné",0,"H'raha Tia l'inné",0,0,1,0,1
4229,"pulsation spirituelle des ombres",0,"pulsations spirituelles des ombres",0,0,1,1,0
4230,"moine des ombres",0,"moines des ombres",0,0,1,0,0
4231,"Constaint à la lame émoussée",0,"Constaint à la lame émoussée",0,0,1,0,1
4232,"dominateur des Dards invisibles",0,"dominateurs des Dards invisibles",0,0,1,0,0
4233,"Constaint à la lame tranchante",0,"Constaint à la lame tranchante",0,0,1,0,1
4234,"bouclier sermenté",0,"boucliers sermentés",0,0,1,0,0
4235,"Sylviel le consciencieux",0,"Sylviel le consciencieux",0,0,1,0,1
4236,"Sanson",0,"Sanson",0,0,1,0,1
4237,"Guydelot l'usé",0,"Guydelot l'usé",0,0,1,0,1
4238,"Mogta le gringotteur",0,"Mogta le gringotteur",0,0,1,0,1
4239,"Ligée",0,"Ligée",0,0,1,1,1
4240,"Redway l'insoumis",0,"Redway l'insoumis",0,0,1,0,1
4241,"déserteur impérial",0,"déserteurs impériaux",0,0,1,0,0
4242,"Akagi le robuste",0,"Akagi le robuste",0,1,1,0,1
4243,"Redway l'insoumis",0,"Redway l'insoumis",0,0,1,0,1
4244,"Rosalinde Crocs-sanglants",0,"Rosalinde Crocs sanglants",0,0,1,1,1
4245,"canonnier des Molosses cendrés",0,"canonniers des Molosses cendrés",0,0,1,0,0
4246,"toubib des Molosses cendrés",0,"toubibs des Molosses cendrés",0,0,1,0,0
4247,"assassin mystérieux",0,"assassins mystérieux",0,1,1,0,0
4248,"commanditaire des assassins",0,"commanditaires des assassins",0,0,1,0,0
4249,"templier chirurgien nerveux",0,"templiers chirurgiens nerveux",0,0,1,0,0
4250,"templier lancier nerveux",0,"templiers lanciers nerveux",0,0,1,0,0
4251,"templier cuirassier nerveux",0,"templiers cuirassiers nerveux",0,0,1,0,0
4252,"templier assassin nerveux",0,"templiers assassins nerveux",0,0,1,0,0
4253,"assassin sharlayanais",0,"assassins sharlayanais",0,1,1,0,0
4254,"chasseur de La Penne",0,"chasseurs de La Penne",0,0,1,0,0
4255,"Dindregrableur le Grognemultueux",0,"Dindregrableur le Grognemultueux",0,0,1,0,1
4256,"pouvoir des ténèbres",0,"pouvoirs des ténèbres",0,0,1,0,0
4257,"flamme des ténèbres",0,"flammes des ténèbres",0,0,1,1,0
4258,"templier sans honneur",0,"templiers sans honneur",0,0,1,0,0
4259,"Fray",0,"Fray",0,0,1,0,1
4260,"occultiste de la horde sanglante",0,"occultistes de la horde sanglante",0,1,1,0,0
4261,"Atabb Chah le sanguinaire",0,"Atabb Chah le sanguinaire",0,1,1,0,1
4262,"draconide de combat de la horde sanglante",0,"draconides de combat de la horde sanglante",0,0,1,0,0
4263,"pèlerin libéré",0,"pèlerins libérés",0,0,1,0,0
4264,"pèlerine libérée",0,"pèlerine libérées",0,0,1,1,0
4265,"Qiqirn mire-œuf",0,"Qiqirns mire-œufs",0,0,1,0,0
4266,"Qiqirn remue-œuf",0,"Qiqirns remue-œuf",0,0,1,0,0
4267,"Yoyoroon Doigtdoux",0,"Yoyoroon Doigtdoux",0,0,1,0,1
4268,"archer des Durendaire",0,"archers des Durendaire",0,1,1,0,0
4269,"estime",0,"estimes",0,1,1,1,0
4270,"angoisse",0,"angoisses",0,1,1,1,0
4271,"élémentaire sombre",0,"élémentaires sombres",0,1,1,0,0
4272,"plasma sombre",0,"plasmas sombres",0,0,1,0,0
4273,"Kohm Gahn",0,"Kohm Gahn",0,0,1,0,1
4274,"Kohm Scorh",0,"Kohm Scorh",0,0,1,0,1
4275,"Kohm Khur",0,"Kohm Khur",0,0,1,0,1
4276,"Ess Khas",0,"Ess Khas",0,1,1,0,1
4277,"gueux de la mer",0,"gueux de la mer",0,0,1,0,0
4278,"amphiptère mâle",0,"amphiptères mâles",0,1,1,0,0
4279,"guêpe pepsis essaimeuse",0,"guêpes pepsis essaimeuses",0,0,1,1,0
4280,"hropken pied-de-dragon",0,"hropkens pied-de-dragon",0,0,1,0,0
4281,"guêpe pepsis fécondeuse",0,"guêpes pepsis fécondeuses",0,0,1,1,0
4282,"dragon inconscient",0,"dragons inconscients",0,0,1,0,0
4283,"demoiselle gravide",0,"demoiselles gravides",0,0,1,1,0
4284,"mélia courroucée",0,"mélias courroucées",0,0,1,1,0
4285,"dragon courroucé",0,"dragons courroucés",0,0,1,0,0
4286,"golem courroucé",0,"golems courroucés",0,0,1,0,0
4287,"wamoura campé",0,"wamouras campés",0,0,1,0,0
4288,"wamouracampa campé",0,"wamouracampas campés",0,0,1,0,0
4289,"démolisseur ailé",0,"démolisseurs ailés",0,0,1,0,0
4290,"démanteleur ailé",0,"démanteleurs ailés",0,0,1,0,0
4291,"vinaigrier traquenardeur",0,"vinaigriers traquenardeurs",0,0,1,0,0
4292,"vouivre antique",0,"vouivres antiques",0,0,1,1,0
4293,"anzu assoiffé",0,"anzus assoiffés",0,1,1,0,0
4294,"allosaure de la Roquerie",0,"allosaures de la Roquerie",0,1,1,0,0
4295,"maître de la Roquerie",0,"maîtres de la Roquerie",0,0,1,0,0
4296,"femme hérétique",0,"femmes hérétiques",0,0,1,1,0
4297,"guêpe pepsis pondeuse",0,"guêpes pepsis pondeuses",0,0,1,1,0
4298,"grand doigt de la Main indigo",0,"grands doigts de la Main indigo",0,0,1,0,0
4299,"petit doigt de la Main indigo",0,"petits doigts de la Main indigo",0,0,1,0,0
4300,"doigt sale de la Main indigo",0,"doigts sales de la Main indigo",0,0,1,0,0
4301,"demoiselle pondeuse",0,"demoiselles pondeuses",0,0,1,1,0
4302,"pousse de grand morbol",0,"pousses de grand morbol",0,0,1,1,0
4303,"pantin P076SH",0,"pantins P076SH",0,0,1,0,0
4304,"pantin P077SH",0,"pantins P077SH",0,0,1,0,0
4305,"maraudeur brusque",0,"maraudeurs brusques",0,0,1,0,0
4306,"gladiateur brusque",0,"gladiateurs brusques",0,0,1,0,0
4307,"pugiliste brusque",0,"pugilistes brusques",0,0,1,1,0
4308,"occultiste brusque",0,"occultistes brusques",0,1,1,0,0
4309,"malfrat grossier",0,"malfrats grossiers",0,0,1,0,0
4310,"sous-fifre du malfrat",0,"sous-fifres du malfrat",0,0,1,0,0
4311,"nuage d'abeilles dérangées",0,"nuages d'abeilles dérangées",0,0,1,0,0
4312,"tulihänd ébloui",0,"tulihänds éblouis",0,0,1,0,0
4313,"libérateur amalj'aa",0,"libérateurs amalj'aa",0,0,1,0,0
4314,"spriggan attise-flamme",0,"spriggans attise-flammes",0,0,1,0,0
4315,"coblyn de rubinargent",0,"coblyns de rubinargent",0,0,1,0,0
4316,"Gnathe petit chef",0,"Gnathes petits chefs",0,0,1,0,0
4317,"défenseur myrmacier",0,"défenseurs myrmaciers",0,0,1,0,0
4318,"défenseur myrmifeu",0,"défenseurs myrmifeux",0,0,1,0,0
4319,"auxiliaire myrmacier",0,"auxiliaires myrmaciers",0,1,1,0,0
4320,"auxiliaire myrmifeu",0,"auxiliaires myrmifeux",0,1,1,0,0
4321,"Rielle la placide",0,"Rielle la placide",0,0,1,1,1
4322,"templier cuirassier",0,"templiers cuirassiers",0,0,1,0,0
4323,"templier chevronné",0,"templiers chevronné",0,0,1,0,0
4324,"Mog costaud",0,"Mogs costauds",0,0,1,0,0
4325,"Mog grognon",0,"Mogs grognons",0,0,1,0,0
4326,"Mog distrait",0,"Mogs distraits",0,0,1,0,0
4327,"Mog chatouilleux",0,"Mogs chatouilleux",0,0,1,0,0
4328,"Mog bouillonnant",0,"Mogs bouillonnants",0,0,1,0,0
4329,"Mog nonchalant",0,"Mogs nonchalants",0,0,1,0,0
4330,"Mog roublard",0,"Mogs roublards",0,0,1,0,0
4331,"Sidurgu le ténébreux",0,"Sidurgu le ténèbreux",0,0,1,0,1
4332,"Ystride la fidèle",0,"Ystride la fidèle",0,1,1,1,1
4333,"templier fantassin",0,"templiers fantassins",0,0,1,0,0
4334,"lan'gaii des Vundu",0,"lan'gaii des Vundu",0,0,1,0,0
4335,"vuk'gaii des Vundu",0,"vuk'gaii des Vundu",0,0,1,0,0
4336,"criquet terreur",0,"criquets terreur",0,0,1,0,0
4337,"géant mécanique dépêché",0,"géants mécaniques dépêchés",0,0,1,0,0
4338,"griffe mécanique dépêchée",0,"griffes mécaniques dépêchées",0,0,1,1,0
4339,"paladin mécanique dépêché",0,"paladins mécaniques dépêchés",0,0,1,0,0
4340,"ingénieur mécanique dépêché",0,"ingénieurs mécaniques dépêchés",0,1,1,0,0
4341,"avant-garde magitek lourde de la 6e légion",0,"avant-gardes magitek lourdes de la 6e légion",0,1,1,1,0
4342,"naga synthétique",0,"nagas synthétiques",0,0,1,0,0
4343,"cobra synthétique",0,"cobras synthétiques",0,0,1,0,0
4344,"chevalier miroir synthétique",0,"chevaliers miroir synthétiques",0,0,1,0,0
4345,"chimère synthétique",0,"chimères synthétiques",0,0,1,1,0
4346,"membre avant droit",0,"membres avant droits",0,0,1,0,0
4347,"membre avant gauche",0,"membres avant gauches",0,0,1,0,0
4348,"membre arrière droit",0,"membres arrière droits",0,0,1,0,0
4349,"membre arrière gauche",0,"membres arrière gauches",0,0,1,0,0
4350,"Altek",0,"Altek",0,1,1,0,1
4351,"Kreutzet",0,"Kreutzet",0,0,1,0,1
4352,"Gnathe myrmicomète",0,"Gnathes myrmicomètes",0,0,1,0,0
4353,"Texta",0,"Texta",0,0,1,0,1
4354,"Pterygotus",0,"Pterygotus",0,0,1,0,1
4355,"gigantopithèque",0,"gigantopithèques",0,0,1,0,0
4356,"Scitalis",0,"Scitalis",0,0,1,0,1
4357,"dracosaure primus",0,"dracosaures primi",0,0,1,0,0
4358,"Squonk",0,"Squonk",0,0,1,0,1
4359,"Sanu Vali",0,"Sanu Vali",0,0,1,1,1
4360,"Lycidas",0,"Lycidas",0,0,1,0,1
4361,"Omni",0,"Omni",0,1,1,0,1
4362,"Mirka",0,"Mirka",0,0,1,0,1
4363,"Lyuba",0,"Lyuba",0,0,1,0,1
4364,"Pirlasta",0,"Pirlasta",0,0,1,0,1
4365,"seigneur des wyvernes",0,"seigneurs des wyvernes",0,0,1,0,0
4366,"Slipkinx Joints-d'acier",0,"Slipkinx Joints-d'acier",0,0,1,0,1
4367,"Stolas",0,"Stolas",0,0,1,0,1
4368,"Bune",0,"Bune",0,0,1,0,1
4369,"Agathos",0,"Agathos",0,1,1,0,1
4370,"Enkélados",0,"Enkélados",0,1,1,0,1
4371,"Sisiutl",0,"Sisiutl",0,0,1,0,1
4372,"Campacti",0,"Campacti",0,0,1,0,1
4373,"fleur nauséabonde",0,"fleurs nauséabondes",0,0,1,1,0
4374,"béhémoth empereur",0,"béhémoths empereurs",0,0,1,0,0
4375,"Sênmurw",0,"Sênmurw",0,0,1,0,1
4376,"Cavalier pâle",0,"Cavaliers pâles",0,0,1,0,0
4377,"Gandharva",0,"Gandharva",0,0,1,0,1
4378,"oiseau de Paradis",0,"oiseaux de Paradis",0,1,1,0,0
4379,"cœur du golem",0,"cœurs du golem",0,0,1,0,0
4380,"leucrotta",0,"leucrottas",0,0,1,0,0
4381,"geôle tournoyante",0,"geôles tournoyantes",0,0,1,1,0
4382,"sphère de chaos",0,"sphères de chaos",0,0,1,1,0
4383,"sphère de glace",0,"sphères de glace",0,0,1,1,0
4384,"sphère de feu",0,"sphères de feu",0,0,1,1,0
4385,"sphère incandescente",0,"sphères incandescentes",0,0,1,1,0
4386,"sceau du météore",0,"sceaux du météore",0,0,1,0,0
4387,"sceau de la comète",0,"sceaux de la comète",0,0,1,0,0
4388,"aile gauche",0,"ailes gauches",0,1,1,1,0
4389,"aile droite",0,"ailes droites",0,1,1,1,0
4390,"droïde d'exécution 210",0,"droïdes d'exécution 210",0,0,1,0,0
4391,"nuage d'abeilles dravaniennes",0,"nuages d'abeilles dravaniennes",0,0,1,0,0
4392,"Carbuncle obsidienne",0,"Carbuncle obsidienne",0,0,1,0,1
4393,"traquenardeur myrmacier",0,"traquenardeurs myrmaciers",0,0,1,0,0
4394,"géant porte-morue",0,"géants porte-morues",0,0,1,0,0
4395,"géant rochesclave",0,"géants rochesclaves",0,0,1,0,0
4396,"mécanisme mystérieux",0,"mécanismes mystérieux",0,0,1,0,0
4397,"rationnement des chevaliers de la Rose",0,"rationnements des chevaliers de la Rose",0,0,1,0,0
4398,"cristal de foudre violet",0,"cristaux de foudre violets",0,0,1,0,0
4399,"drone de la 6e légion",0,"drones de la 6e légion",0,0,1,0,0
4400,"feu sacré",0,"feux sacrés",0,0,1,0,0
4401,"archer de La Voûte",0,"archers de La Voûte",0,1,1,0,0
4402,"nuage sombre",0,"nuages sombres",0,0,1,0,0
4403,"Yehl",0,"Yehl",0,0,1,0,1
4404,"Akhekhu",0,"Akhekhu",0,1,1,0,1
4405,"Podarge",0,"Podarge",0,0,1,1,1
4406,"païssa paniqué",0,"païssas paniqués",0,0,1,0,0
4407,"Mog ébahi",0,"Mogs ébahis",0,0,1,0,0
4408,"chassie blanche",0,"chassies blanches",0,0,1,1,0
4409,"gelato blanc",0,"gelati blancs",0,0,1,0,0
4410,"chevalier du Convictoire",0,"chevaliers du Convictoire",0,0,1,0,0
4411,"mère anzu",0,"mères anzus",0,0,1,1,0
4412,"vierge dragon",0,"vierges dragons",0,0,1,1,0
4413,"gastornis paonnant",0,"gastornis paonnants",0,0,1,0,0
4414,"Stihi",0,"Stihi",0,0,1,0,1
4415,"Rhei End",0,"Rhei End",0,0,1,0,1
4416,"Slicktrix",0,"Slicktrix",0,0,1,0,1
4417,"Kucedre",0,"Kucedre",0,0,1,0,1
4418,"retiarius de la 6e légion",0,"retiarii de la 6e légion",0,0,1,0,0
4419,"Werner le lâche",0,"Werner le lâche",0,0,1,0,1
4420,"sphère du néant",0,"sphères du néant",0,0,1,1,0
4421,"templier inconnu",0,"templiers inconnus",0,0,1,0,0
4422,"agresseur mystérieux",0,"agresseurs mystérieux",0,1,1,0,0
4423,"hérétique tire-au-flanc",0,"hérétiques tire-au-flanc",0,1,1,0,0
4424,"chef des brigands",0,"chefs des brigands",0,0,1,0,0
4425,"capitaine des pirates",0,"capitaine des pirates",0,0,1,0,0
4426,"archère synthétique",0,"archères synthétique",0,1,1,1,0
4427,"Zhai'a Nelhah",0,"Zhai'a Nelhah",0,0,1,0,1
4428,"élémentaire territorial",0,"élémentaires territoriaux",0,1,1,0,0
4429,"élémentaire territorial",0,"élémentaires territoriaux",0,1,1,0,0
4430,"élémentaire territorial",0,"élémentaires territoriaux",0,1,1,0,0
4431,"élémentaire territorial",0,"élémentaires territoriaux",0,1,1,0,0
4432,"élémentaire territorial",0,"élémentaires territoriaux",0,1,1,0,0
4433,"steinbock territorial",0,"steinbock territoriaux",0,0,1,0,0
4434,"bandersnatch alpha",0,"bandersnatchs alpha",0,0,1,0,0
4435,"archéornis alpha",0,"archéornis alpha",0,1,1,0,0
4436,"faucon territorial",0,"faucons territoriaux",0,0,1,0,0
4437,"ninki nanka alpha",0,"ninki nankas alpha",0,0,1,0,0
4438,"nanka territorial",0,"nankas territoriaux",0,0,1,0,0
4439,"oculus territorial",0,"oculi territoriaux",0,1,1,0,0
4440,"zoblyn territorial",0,"zoblyns territoriaux",0,0,1,0,0
4441,"narbrooi territorial",0,"narbroois territoriaux",0,0,1,0,0
4442,"sankchinni territorial",0,"sankchinnis territoriaux",0,0,1,0,0
4443,"guêpe pepsis alpha",0,"guêpes pepsis alpha",0,0,1,1,0
4444,"toco toco territorial",0,"tocos tocos territoriaux",0,0,1,0,0
4445,"gaélichat territorial",0,"gaélichats territoriaux",0,0,1,0,0
4446,"païssa territorial",0,"païssas territoriaux",0,0,1,0,0
4447,"gelato territorial",0,"gelati territoriaux",0,0,1,0,0
4448,"loup argenté territorial",0,"loups argentés territoriaux",0,0,1,0,0
4449,"opken alpha",0,"opkens alpha",0,1,1,0,0
4450,"hropken alpha",0,"hropkens alpha",0,0,1,0,0
4451,"biféricéras territorial",0,"biféricéras territoriaux",0,0,1,0,0
4452,"terragardien bêta",0,"terragardiens bêta",0,0,1,0,0
4453,"terragardien alpha",0,"terragardiens alpha",0,0,1,0,0
4454,"spriggan territorial",0,"spriggans territoriaux",0,0,1,0,0
4455,"yak alpha",0,"yaks alpha",0,0,1,0,0
4456,"tigre territorial",0,"tigres territoriaux",0,0,1,0,0
4457,"miacis territorial",0,"miacis territoriaux",0,0,1,0,0
4458,"ratel territorial",0,"ratels territoriaux",0,0,1,0,0
4459,"bruan territorial",0,"bruans territoriaux",0,0,1,0,0
4460,"griffon territorial",0,"griffons territoriaux",0,0,1,0,0
4461,"busard territorial",0,"busards territoriaux",0,0,1,0,0
4462,"tursus alpha",0,"tursus alpha",0,0,1,0,0
4463,"piège-yéti territorial",0,"piège-yétis territoriaux",0,0,1,0,0
4464,"gallimimus territorial",0,"gallimimus territoriaux",0,0,1,0,0
4465,"archéosaure alpha",0,"archéosaures alpha",0,1,1,0,0
4466,"vinaigrier alpha",0,"vinaigriers alpha",0,0,1,0,0
4467,"korrigan territorial",0,"korrigans territoriaux",0,0,1,0,0
4468,"mandragore territoriale",0,"mandragores territoriales",0,0,1,1,0
4469,"commandant gelé alpha",0,"commandants gelés alpha",0,0,1,0,0
4470,"grenado du gel territorial",0,"grenados du gel territoriaux",0,0,1,0,0
4471,"wyverne territoriale",0,"wyvernes territoriales",0,0,1,1,0
4472,"vouivre territoriale",0,"vouivres territoriales",0,0,1,1,0
4473,"amphiptère territorial",0,"amphiptères territoriaux",0,1,1,0,0
4474,"sanguiptère territorial",0,"sanguiptères territoriaux",0,0,1,0,0
4475,"harpie territoriale",0,"harpies territoriales",0,0,1,1,0
4476,"anzu alpha",0,"anzus alpha",0,1,1,0,0
4477,"endymion alpha",0,"endymions alpha",0,1,1,0,0
4478,"ours polaire territorial",0,"ours polaires territoriaux",0,1,1,0,0
4479,"mylodon territorial",0,"mylodons territoriaux",0,0,1,0,0
4480,"yéti territorial",0,"yétis territoriaux",0,0,1,0,0
4481,"syricta territorial",0,"syrictas territoriaux",0,0,1,0,0
4482,"syricta antique territorial",0,"syrictas antiques territoriaux",0,0,1,0,0
4483,"allosaure territorial",0,"allosaures territoriaux",0,1,1,0,0
4484,"totem vuk'poii",0,"totems vuk'poii",0,0,1,0,0
4485,"lan'poii des Vundu",0,"lan'poii des Vundu",0,0,1,0,0
4486,"nat'poii des Vundu",0,"nat'poii des Vundu",0,0,1,0,0
4487,"vuk'poii des Vundu",0,"vuk'poii des Vundu",0,0,1,0,0
4488,"sanuwa lan'poii",0,"sanuwa lan'poii",0,0,1,0,0
4489,"Terminus Est",0,"Terminus Est",0,0,1,0,0
